	Turtle-5-control-2	Turtle-5-control-1	Turtle-5-8h-PIC	Turtle-3-8h-PIC
ENSCPBG00000012354	1542	1351	1673	3095
ENSCPBG00000025071	818	601	908	771
ENSCPBG00000012352	497	272	688	246
ENSCPBG00000012346	1668	1393	2278	9780
ENSCPBG00000016221	17	20	10	49
ENSCPBG00000025789	507	578	447	944
ENSCPBG00000000029	20648	25354	31469	39293
ENSCPBG00000012766	0	1	6	3
ENSCPBG00000012362	113	96	56	79
ENSCPBG00000012330	107	104	137	128
ENSCPBG00000012327	22	8	20	4
ENSCPBG00000012420	2337	2454	2142	1939
ENSCPBG00000014332	213	182	192	217
ENSCPBG00000008185	74	75	78	73
ENSCPBG00000017442	102	136	87	205
ENSCPBG00000012301	8	9	6	6
ENSCPBG00000011435	133	104	150	130
ENSCPBG00000004570	113	114	128	404
ENSCPBG00000027692	104	83	100	342
ENSCPBG00000012280	673	477	625	476
ENSCPBG00000012271	91	84	61	747
ENSCPBG00000014581	59	36	21	22
ENSCPBG00000012270	377	273	293	220
ENSCPBG00000012264	43	13	15	19
ENSCPBG00000012253	2	2	4	4
ENSCPBG00000012241	1391	1199	1397	801
ENSCPBG00000003110	4	2	6	2
ENSCPBG00000024203	629	511	799	376
ENSCPBG00000025966	6	5	5	16
ENSCPBG00000012236	152	134	122	167
ENSCPBG00000012232	889	661	1137	493
ENSCPBG00000024061	311	257	270	375
ENSCPBG00000012229	1279	1092	1112	1595
ENSCPBG00000026244	1293	923	1068	913
ENSCPBG00000008280	5199	3766	6124	19257
ENSCPBG00000006444	494	420	350	921
ENSCPBG00000026496	459	516	406	803
ENSCPBG00000012213	490	388	471	402
ENSCPBG00000020456	60	65	49	49
ENSCPBG00000001598	7	12	17	167
ENSCPBG00000012207	219	223	293	293
ENSCPBG00000012206	10	5	5	3
ENSCPBG00000005354	3	5	1	2
ENSCPBG00000014746	1289	991	1032	196
ENSCPBG00000004797	20	8	29	20
ENSCPBG00000012195	31	52	49	182
ENSCPBG00000012193	860	792	1115	1012
ENSCPBG00000025481	544	521	386	1687
ENSCPBG00000012465	23	25	16	32
ENSCPBG00000012184	752	451	817	642
ENSCPBG00000012175	1133	925	1018	1073
ENSCPBG00000012172	1601	1381	1128	496
ENSCPBG00000013049	1	0	4	11
ENSCPBG00000012163	12	11	5	34
ENSCPBG00000012158	388	342	335	155
ENSCPBG00000019870	1643	1318	810	860
ENSCPBG00000019641	29	17	22	5
ENSCPBG00000021329	27	10	16	32
ENSCPBG00000013738	119	118	151	66
ENSCPBG00000022353	473	528	473	332
ENSCPBG00000028339	585	582	625	362
ENSCPBG00000011376	5	5	2	0
ENSCPBG00000022904	72	34	24	278
ENSCPBG00000002187	110	88	98	814
ENSCPBG00000012121	138	157	79	172
ENSCPBG00000008323	7	0	3	2
ENSCPBG00000012112	439	361	319	272
ENSCPBG00000014446	417	397	253	290
ENSCPBG00000012103	1	0	2	2
ENSCPBG00000012102	248	212	246	274
ENSCPBG00000012101	60	42	97	628
ENSCPBG00000016577	9563	9452	8732	9463
ENSCPBG00000002890	621	705	222	359
ENSCPBG00000012099	38	38	22	76
ENSCPBG00000014754	285	138	201	71
ENSCPBG00000012093	183	195	92	172
ENSCPBG00000012084	114	99	130	152
ENSCPBG00000000974	150	95	130	51
ENSCPBG00000011786	101	92	171	203
ENSCPBG00000015601	2358	2470	2411	4229
ENSCPBG00000012077	1826	1700	778	2848
ENSCPBG00000016536	125	85	145	87
ENSCPBG00000012062	63	64	82	131
ENSCPBG00000005620	4	5	6	6
ENSCPBG00000012035	405	312	372	455
ENSCPBG00000012033	2	1	4	6
ENSCPBG00000003933	528	439	486	864
ENSCPBG00000022004	989	787	624	1574
ENSCPBG00000012028	52	68	66	27
ENSCPBG00000012023	1016	987	745	1134
ENSCPBG00000012722	12445	5486	18101	7245
ENSCPBG00000025752	193	123	239	81
ENSCPBG00000012021	320	293	217	174
ENSCPBG00000013226	513	434	414	445
ENSCPBG00000025901	43	27	31	10
ENSCPBG00000020615	190	123	108	140
ENSCPBG00000012010	414	348	270	284
ENSCPBG00000002354	684	594	486	353
ENSCPBG00000010925	2	13	5	1711
ENSCPBG00000017546	288	315	185	104
ENSCPBG00000004165	204	214	126	468
ENSCPBG00000012003	57	75	19	209
ENSCPBG00000012001	299	397	227	740
ENSCPBG00000018615	255	285	201	425
ENSCPBG00000001183	941	753	875	547
ENSCPBG00000021563	2651	2661	1793	3483
ENSCPBG00000026445	44	30	70	851
ENSCPBG00000025685	8	2	11	1
ENSCPBG00000011990	830	695	913	965
ENSCPBG00000010768	1344	1269	1482	1422
ENSCPBG00000027974	413	403	282	172
ENSCPBG00000015812	4379	4083	3066	10016
ENSCPBG00000003061	443	433	291	638
ENSCPBG00000000571	1921	2185	664	4912
ENSCPBG00000000449	74	76	56	42
ENSCPBG00000021044	89	81	118	149
ENSCPBG00000006743	9	6	7	7
ENSCPBG00000011972	998	853	948	1416
ENSCPBG00000007136	2	1	6	8
ENSCPBG00000011962	234	211	178	7062
ENSCPBG00000005428	339	223	342	487
ENSCPBG00000017401	48	44	32	118
ENSCPBG00000011960	259	196	183	227
ENSCPBG00000011959	786	602	691	1389
ENSCPBG00000011957	1411	927	1574	748
ENSCPBG00000001296	1384	1045	1033	2110
ENSCPBG00000013292	0	0	3	14
ENSCPBG00000011952	72	60	50	163
ENSCPBG00000011945	469	401	313	745
ENSCPBG00000014487	100	78	32	317
ENSCPBG00000003969	255	204	205	493
ENSCPBG00000012216	40	20	50	44
ENSCPBG00000024610	177	185	100	207
ENSCPBG00000011929	13	7	9	8
ENSCPBG00000021309	423	403	377	910
ENSCPBG00000011924	46	36	25	29
ENSCPBG00000001395	12	19	15	21
ENSCPBG00000011922	29	18	11	1427
ENSCPBG00000008131	3561	3188	2505	2689
ENSCPBG00000011914	16	15	13	14
ENSCPBG00000011913	520	522	253	9209
ENSCPBG00000011901	12	4	12	14
ENSCPBG00000011024	137	133	135	548
ENSCPBG00000011899	31	26	36	23
ENSCPBG00000012961	704	521	962	361
ENSCPBG00000026919	6	0	3	24
ENSCPBG00000012056	440	336	366	665
ENSCPBG00000019166	647	595	201	201
ENSCPBG00000015410	282	327	166	38
ENSCPBG00000011885	156	118	192	478
ENSCPBG00000011879	2282	1542	2643	2009
ENSCPBG00000006213	722	666	630	1003
ENSCPBG00000007712	59	31	26	72
ENSCPBG00000025039	2	1	3	2
ENSCPBG00000011840	231	284	142	362
ENSCPBG00000011833	113	83	86	175
ENSCPBG00000011042	53	53	64	183
ENSCPBG00000011820	161	107	93	402
ENSCPBG00000011814	52	26	70	43
ENSCPBG00000018437	12	12	7	0
ENSCPBG00000013172	2078	2033	2058	3605
ENSCPBG00000011812	111	106	74	87
ENSCPBG00000014473	476	453	363	1399
ENSCPBG00000016646	603	550	375	908
ENSCPBG00000012661	1654	1305	2377	2261
ENSCPBG00000011808	3	5	3	5
ENSCPBG00000014857	99	55	25	162
ENSCPBG00000016398	17	15	10	22
ENSCPBG00000011806	48	49	52	70
ENSCPBG00000012711	6	8	3	3
ENSCPBG00000021873	2	1	4	3
ENSCPBG00000011803	189	186	122	305
ENSCPBG00000001668	1048	1152	595	639
ENSCPBG00000011801	80	68	65	83
ENSCPBG00000011800	178	172	116	99
ENSCPBG00000011793	23	30	40	42
ENSCPBG00000021039	35	21	46	29
ENSCPBG00000011784	160	116	228	141
ENSCPBG00000016684	814	814	639	910
ENSCPBG00000009888	96	96	17	97
ENSCPBG00000011767	13	13	17	7
ENSCPBG00000009364	160	143	145	212
ENSCPBG00000011765	32	16	30	189
ENSCPBG00000011762	216	224	128	327
ENSCPBG00000012703	234	198	197	218
ENSCPBG00000008947	604	504	512	607
ENSCPBG00000015784	331	254	268	5
ENSCPBG00000002047	14	18	11	9
ENSCPBG00000011747	3070	3002	3151	3148
ENSCPBG00000002532	12	16	6	11
ENSCPBG00000012125	155	119	80	136
ENSCPBG00000002430	14	25	13	55
ENSCPBG00000011745	45	50	47	53
ENSCPBG00000011742	316	248	333	178
ENSCPBG00000011741	21	17	21	34
ENSCPBG00000000669	7	4	0	11
ENSCPBG00000011732	45	29	30	15
ENSCPBG00000003041	23	14	12	47
ENSCPBG00000011725	195	197	96	164
ENSCPBG00000004490	1	7	11	29
ENSCPBG00000023887	739	671	871	575
ENSCPBG00000011715	48	30	49	25
ENSCPBG00000015618	205	182	220	249
ENSCPBG00000011713	120	125	152	98
ENSCPBG00000018537	44	53	41	501
ENSCPBG00000023780	9	3	1	4
ENSCPBG00000023857	56	54	15	171
ENSCPBG00000011706	7	10	8	10
ENSCPBG00000011705	588	622	386	632
ENSCPBG00000004204	4321	3886	4497	2439
ENSCPBG00000011851	1819	1558	1290	1523
ENSCPBG00000012576	325	280	315	466
ENSCPBG00000011686	121	114	129	187
ENSCPBG00000004468	58711	47107	46360	177289
ENSCPBG00000005403	221	181	97	223
ENSCPBG00000011673	69	46	35	182
ENSCPBG00000015680	259	272	273	781
ENSCPBG00000008899	4906	4200	5124	5433
ENSCPBG00000027483	3	5	1	11
ENSCPBG00000011669	4	6	7	1
ENSCPBG00000011667	360	295	152	663
ENSCPBG00000011664	10	6	13	3
ENSCPBG00000001346	95	93	70	138
ENSCPBG00000011650	186	219	186	209
ENSCPBG00000013347	398	416	287	1062
ENSCPBG00000011641	64	70	42	152
ENSCPBG00000011639	7	3	2	79
ENSCPBG00000011638	195	185	186	232
ENSCPBG00000011636	5	2	6	0
ENSCPBG00000013155	63	40	43	2
ENSCPBG00000011631	46	53	38	328
ENSCPBG00000017496	17	17	25	27
ENSCPBG00000026606	223	174	193	279
ENSCPBG00000002030	3	1	1	4
ENSCPBG00000011625	86	46	22	20
ENSCPBG00000011624	132	122	93	624
ENSCPBG00000021407	6	8	2	2
ENSCPBG00000011615	1069	915	799	808
ENSCPBG00000015221	99	102	43	109
ENSCPBG00000015710	349	350	287	988
ENSCPBG00000011603	714	612	589	477
ENSCPBG00000020533	915	660	1065	2076
ENSCPBG00000011600	1653	1407	1622	2448
ENSCPBG00000011598	193	122	197	282
ENSCPBG00000016534	648	492	540	1310
ENSCPBG00000024600	1037	941	1195	785
ENSCPBG00000011595	705	655	447	980
ENSCPBG00000005085	834	606	640	746
ENSCPBG00000011591	1274	1348	1269	1452
ENSCPBG00000010700	175	171	121	225
ENSCPBG00000006200	182	151	96	1310
ENSCPBG00000011575	843	937	913	1203
ENSCPBG00000004145	18	6	3	6
ENSCPBG00000011561	61	72	69	193
ENSCPBG00000006552	103	99	84	129
ENSCPBG00000016568	477	365	386	482
ENSCPBG00000011545	164	139	111	144
ENSCPBG00000019349	461	379	627	173
ENSCPBG00000011530	771	559	577	570
ENSCPBG00000011522	105	64	102	27
ENSCPBG00000011514	360	290	291	230
ENSCPBG00000010567	938	994	563	2729
ENSCPBG00000008041	1376	1143	1410	1071
ENSCPBG00000020523	170	132	132	46
ENSCPBG00000011508	254	216	199	312
ENSCPBG00000011507	314	252	375	1289
ENSCPBG00000014589	389	349	274	334
ENSCPBG00000002656	393	350	415	571
ENSCPBG00000011494	678	739	658	805
ENSCPBG00000013460	200	178	80	207
ENSCPBG00000011487	15	15	10	17
ENSCPBG00000011486	1293	1004	1550	1001
ENSCPBG00000003952	391	285	526	497
ENSCPBG00000024684	2359	1457	3135	1902
ENSCPBG00000011476	1154	871	1394	664
ENSCPBG00000004732	2028	1743	1759	3743
ENSCPBG00000016972	6	4	7	5
ENSCPBG00000013684	43	36	40	253
ENSCPBG00000008777	631	542	440	1539
ENSCPBG00000011472	0	2	0	37
ENSCPBG00000021464	190	155	149	1772
ENSCPBG00000011465	31	33	29	44
ENSCPBG00000023076	3522	2392	3853	4607
ENSCPBG00000009259	399	299	486	157
ENSCPBG00000006837	633	769	867	1289
ENSCPBG00000011459	2	0	3	0
ENSCPBG00000011454	8	5	10	804
ENSCPBG00000011449	25	20	17	7
ENSCPBG00000022205	290	204	255	295
ENSCPBG00000013246	208	207	170	170
ENSCPBG00000006587	3	4	2	7
ENSCPBG00000011436	6	4	3	0
ENSCPBG00000014618	107	83	105	79
ENSCPBG00000028190	47	39	22	76
ENSCPBG00000012192	40	45	46	75
ENSCPBG00000011434	46	50	35	19
ENSCPBG00000011432	9	11	2	20
ENSCPBG00000005281	561	494	680	356
ENSCPBG00000011423	749	812	462	2229
ENSCPBG00000026580	646	547	486	1486
ENSCPBG00000011198	484	462	364	253
ENSCPBG00000000617	3	0	1	4
ENSCPBG00000024718	709	469	633	908
ENSCPBG00000017710	280	200	130	108
ENSCPBG00000015445	89	93	47	83
ENSCPBG00000011417	292	360	297	482
ENSCPBG00000019467	3	2	1	2
ENSCPBG00000011410	119	81	101	36
ENSCPBG00000014679	6	12	5	12
ENSCPBG00000011407	148	128	139	137
ENSCPBG00000027931	11	10	10	6
ENSCPBG00000011405	126	95	63	45
ENSCPBG00000023254	416	389	314	644
ENSCPBG00000011403	7294	5698	6602	46980
ENSCPBG00000011136	359	323	384	242
ENSCPBG00000011402	5	5	0	16
ENSCPBG00000011397	215	227	88	151
ENSCPBG00000023025	620	613	566	1125
ENSCPBG00000011396	61	60	45	49
ENSCPBG00000020856	311	306	240	259
ENSCPBG00000020950	2	5	4	0
ENSCPBG00000011391	65	44	64	25
ENSCPBG00000027417	122	100	111	98
ENSCPBG00000011384	756	651	687	557
ENSCPBG00000011383	214	237	203	127
ENSCPBG00000009009	140	137	174	202
ENSCPBG00000011380	82	68	79	90
ENSCPBG00000004624	114	117	120	773
ENSCPBG00000011394	439	438	266	694
ENSCPBG00000014672	19	64	21	185
ENSCPBG00000023177	13	12	6	2
ENSCPBG00000011370	58	64	60	78
ENSCPBG00000011364	406	265	283	455
ENSCPBG00000007711	23	6	13	11
ENSCPBG00000011352	6	1	7	2
ENSCPBG00000011349	44	29	28	8
ENSCPBG00000013456	130	178	148	306
ENSCPBG00000011347	11	16	6	22
ENSCPBG00000026650	2029	1965	1390	2529
ENSCPBG00000011345	295	224	377	370
ENSCPBG00000011340	411	368	396	386
ENSCPBG00000008286	6	15	9	112
ENSCPBG00000017801	1580	1116	1460	2381
ENSCPBG00000011328	91	107	63	238
ENSCPBG00000013779	104	88	86	41
ENSCPBG00000011314	21	24	24	12
ENSCPBG00000012853	52	40	35	103
ENSCPBG00000011308	131	129	137	141
ENSCPBG00000016129	3	3	3	3
ENSCPBG00000011300	661	642	574	1334
ENSCPBG00000013938	32	25	45	45
ENSCPBG00000010681	507	407	397	283
ENSCPBG00000016366	21	15	12	204
ENSCPBG00000011292	243	158	228	23
ENSCPBG00000011289	390	360	340	430
ENSCPBG00000011288	13	9	16	12063
ENSCPBG00000011287	5	7	2	5
ENSCPBG00000009413	3	7	5	0
ENSCPBG00000011274	10	8	15	5
ENSCPBG00000011268	640	634	452	741
ENSCPBG00000011260	21	9	16	4
ENSCPBG00000011240	134	207	140	291
ENSCPBG00000011215	7	2	6	3
ENSCPBG00000016590	0	3	3	1
ENSCPBG00000012636	2	0	12	5
ENSCPBG00000011214	16	9	6	4
ENSCPBG00000013536	1071	820	1094	1052
ENSCPBG00000013842	476	455	298	923
ENSCPBG00000022812	341	354	160	302
ENSCPBG00000023616	526	513	485	597
ENSCPBG00000004202	65	45	61	116
ENSCPBG00000011191	958	839	843	1543
ENSCPBG00000019560	13108	9347	26473	10005
ENSCPBG00000011162	146	129	90	1194
ENSCPBG00000017838	3	3	0	2
ENSCPBG00000011161	124	124	107	43
ENSCPBG00000011160	312	332	284	790
ENSCPBG00000009482	6	9	9	6
ENSCPBG00000011154	47	41	67	46
ENSCPBG00000013649	587	735	184	399
ENSCPBG00000007078	2	1	5	1166
ENSCPBG00000011146	501	447	377	2118
ENSCPBG00000021608	13	12	9	128
ENSCPBG00000019963	359	330	378	1684
ENSCPBG00000019320	7	1	6	27
ENSCPBG00000019039	179	128	138	127
ENSCPBG00000011128	1592	1442	1543	3646
ENSCPBG00000028341	79	99	84	24
ENSCPBG00000016662	946	949	954	1700
ENSCPBG00000020811	1938	1811	1335	1536
ENSCPBG00000018567	74	87	46	164
ENSCPBG00000014615	214	187	306	147
ENSCPBG00000027608	965	805	807	1770
ENSCPBG00000013073	288	251	172	143
ENSCPBG00000023448	709	568	611	1019
ENSCPBG00000011442	15	21	20	24
ENSCPBG00000009116	47	42	55	83
ENSCPBG00000026699	3	5	2	23
ENSCPBG00000011109	3999	3339	2544	5160
ENSCPBG00000013254	4	3	0	3
ENSCPBG00000027760	711	543	763	894
ENSCPBG00000011103	84	103	117	63
ENSCPBG00000022066	41	36	28	15
ENSCPBG00000011092	3904	3615	3891	4235
ENSCPBG00000011090	783	681	837	870
ENSCPBG00000000976	478	396	324	650
ENSCPBG00000006277	2	0	2	0
ENSCPBG00000012848	2440	2185	2477	5881
ENSCPBG00000017128	527	528	333	831
ENSCPBG00000011086	1132	1040	902	17364
ENSCPBG00000008250	61	62	36	48
ENSCPBG00000008240	501	383	411	294
ENSCPBG00000011083	92	91	95	54
ENSCPBG00000011074	39	26	31	135
ENSCPBG00000011069	219	228	243	117
ENSCPBG00000011293	2577	2184	1532	11249
ENSCPBG00000009895	319	318	154	107
ENSCPBG00000011119	165	97	146	200
ENSCPBG00000025973	422	327	250	135
ENSCPBG00000011065	15	2	9	11
ENSCPBG00000012171	712	627	941	1025
ENSCPBG00000020161	21	43	12	11
ENSCPBG00000019138	1427	1365	1437	862
ENSCPBG00000011062	54	39	53	51
ENSCPBG00000011060	217	224	215	176
ENSCPBG00000001229	10	10	14	2055
ENSCPBG00000011057	1947	1897	1912	2014
ENSCPBG00000012524	0	4	4	0
ENSCPBG00000011054	814	823	685	702
ENSCPBG00000021784	64	45	51	63
ENSCPBG00000023624	86	102	34	76
ENSCPBG00000007585	10	21	10	36
ENSCPBG00000024687	860	987	625	628
ENSCPBG00000025959	223	198	254	290
ENSCPBG00000011040	191	174	148	430
ENSCPBG00000008255	6	2	0	0
ENSCPBG00000016693	97	94	66	276
ENSCPBG00000011038	660	629	739	1552
ENSCPBG00000011033	1040	951	1262	628
ENSCPBG00000011030	1243	1140	1048	1565
ENSCPBG00000011012	78	72	48	32
ENSCPBG00000012488	132	123	115	194
ENSCPBG00000011009	481	440	303	388
ENSCPBG00000006154	108	126	86	75
ENSCPBG00000005536	803	622	614	1183
ENSCPBG00000001367	95	117	49	141
ENSCPBG00000023011	4	0	0	17
ENSCPBG00000010995	55	39	38	36
ENSCPBG00000011720	242	218	217	183
ENSCPBG00000009174	25	7	25	63
ENSCPBG00000003304	1459	1537	1210	2546
ENSCPBG00000010991	323	367	278	625
ENSCPBG00000010990	1	3	1	18
ENSCPBG00000010987	108	74	85	91
ENSCPBG00000011438	221	219	100	645
ENSCPBG00000024234	48	45	34	19
ENSCPBG00000011581	798	686	571	653
ENSCPBG00000001920	40	46	28	125
ENSCPBG00000010985	685	653	745	704
ENSCPBG00000027969	27	42	32	43
ENSCPBG00000010979	286	292	354	326
ENSCPBG00000017462	6	8	2	104
ENSCPBG00000010975	28	22	13	15
ENSCPBG00000010971	381	364	454	613
ENSCPBG00000016121	26	15	14	5
ENSCPBG00000010969	7	2	11	0
ENSCPBG00000012825	456	385	420	545
ENSCPBG00000010961	132	121	102	651
ENSCPBG00000013335	0	2	0	2
ENSCPBG00000015646	612	513	570	2521
ENSCPBG00000010958	176	204	109	195
ENSCPBG00000010946	657	492	570	1189
ENSCPBG00000010936	4803	4897	5561	6702
ENSCPBG00000010926	7	1	5	9
ENSCPBG00000006410	1499	1535	955	1999
ENSCPBG00000016710	705	657	475	621
ENSCPBG00000025740	2	5	1	1
ENSCPBG00000010924	32	18	27	0
ENSCPBG00000010920	383	307	348	198
ENSCPBG00000007443	497	398	186	449
ENSCPBG00000010918	195	127	278	139
ENSCPBG00000010917	89	51	141	26
ENSCPBG00000015242	20	17	11	6
ENSCPBG00000010914	43	20	78	24
ENSCPBG00000010907	49	45	23	27
ENSCPBG00000010904	16	7	12	11
ENSCPBG00000003128	261	213	160	242
ENSCPBG00000013330	1197	1011	965	2144
ENSCPBG00000010895	13	13	3	10
ENSCPBG00000010890	58	45	19	8
ENSCPBG00000010886	281	227	182	596
ENSCPBG00000010885	44	51	32	34
ENSCPBG00000013979	16	11	14	17
ENSCPBG00000010880	7	2	8	1
ENSCPBG00000010878	473	508	581	585
ENSCPBG00000023398	429	338	519	637
ENSCPBG00000010858	109	69	56	65
ENSCPBG00000010856	965	888	667	2524
ENSCPBG00000027402	472	391	179	590
ENSCPBG00000010849	455	417	524	307
ENSCPBG00000010847	327	321	302	358
ENSCPBG00000022457	326	341	139	387
ENSCPBG00000011988	106	103	101	594
ENSCPBG00000010843	313	255	246	750
ENSCPBG00000001503	309	243	133	161
ENSCPBG00000004629	27	53	25	4
ENSCPBG00000014076	167	154	152	172
ENSCPBG00000016676	1	0	4	50
ENSCPBG00000013549	69	63	29	39
ENSCPBG00000021487	49	82	25	28
ENSCPBG00000010832	1483	1331	2030	1807
ENSCPBG00000020894	221	227	172	252
ENSCPBG00000011343	58	51	31	69
ENSCPBG00000010819	366	310	464	370
ENSCPBG00000010815	290	248	225	269
ENSCPBG00000010814	32	45	26	24
ENSCPBG00000014486	4	3	6	32
ENSCPBG00000010809	2	0	3	108
ENSCPBG00000007727	5	3	1	20
ENSCPBG00000026064	147	127	113	116
ENSCPBG00000015692	521	449	189	120
ENSCPBG00000025734	85	95	60	2959
ENSCPBG00000025937	131	80	45	40
ENSCPBG00000010784	96	81	49	17
ENSCPBG00000012266	348	264	251	262
ENSCPBG00000002571	21	23	8	14
ENSCPBG00000010777	281	311	174	558
ENSCPBG00000010793	92	78	116	28
ENSCPBG00000013695	866	761	1033	900
ENSCPBG00000001083	741	722	438	1614
ENSCPBG00000010766	13	12	14	11
ENSCPBG00000010763	19	10	18	5
ENSCPBG00000014822	64	41	55	64
ENSCPBG00000023910	127	99	113	0
ENSCPBG00000010752	18	14	17	4
ENSCPBG00000010751	8337	3099	12864	6444
ENSCPBG00000010749	4980	4793	4465	15600
ENSCPBG00000027619	4	1	1	12
ENSCPBG00000010741	360	330	316	422
ENSCPBG00000013582	6	5	11	3
ENSCPBG00000022026	60	53	60	51
ENSCPBG00000008254	426	385	374	4447
ENSCPBG00000024385	3	7	7	2
ENSCPBG00000024967	29	22	11	12
ENSCPBG00000010730	2	1	0	8
ENSCPBG00000010727	2	0	2	36
ENSCPBG00000013873	6	7	5	2
ENSCPBG00000010725	520	368	615	227
ENSCPBG00000022152	36	21	27	36
ENSCPBG00000010724	1	2	4	17
ENSCPBG00000027562	1	5	0	75
ENSCPBG00000008794	169	216	158	259
ENSCPBG00000019293	4	4	7	5
ENSCPBG00000010710	215	160	139	107
ENSCPBG00000013682	1318	1427	1223	1943
ENSCPBG00000010168	4145	3432	5578	17523
ENSCPBG00000020917	56	57	33	19
ENSCPBG00000016146	0	2	2	0
ENSCPBG00000020277	151	128	91	121
ENSCPBG00000010697	296	298	180	162
ENSCPBG00000010693	29	35	32	6
ENSCPBG00000005150	4	0	0	8
ENSCPBG00000010687	102	88	67	157
ENSCPBG00000021040	36	36	18	50
ENSCPBG00000012536	115	85	93	11
ENSCPBG00000020580	3	2	4	1
ENSCPBG00000010680	416	402	505	1232
ENSCPBG00000013526	362	362	338	426
ENSCPBG00000010676	2	2	1	27
ENSCPBG00000004141	10	13	4	9
ENSCPBG00000010662	227	186	133	996
ENSCPBG00000011152	665	584	919	903
ENSCPBG00000010599	139	169	100	155
ENSCPBG00000004115	127	149	102	1049
ENSCPBG00000010656	2197	1622	2516	1897
ENSCPBG00000013644	0	0	3	3
ENSCPBG00000001459	283	277	256	291
ENSCPBG00000010650	424	305	405	525
ENSCPBG00000004562	2	0	0	6
ENSCPBG00000023470	209	175	168	376
ENSCPBG00000013143	203	182	236	2920
ENSCPBG00000024617	63	53	91	105
ENSCPBG00000010647	160	179	106	108
ENSCPBG00000006784	266	200	111	189
ENSCPBG00000020388	109	98	92	161
ENSCPBG00000025411	202	119	157	126
ENSCPBG00000010634	684	530	475	651
ENSCPBG00000010632	17	24	21	23
ENSCPBG00000010630	21	14	15	24
ENSCPBG00000013739	611	517	474	1132
ENSCPBG00000010622	413	332	442	665
ENSCPBG00000010621	118	104	120	158
ENSCPBG00000010620	4	2	4	2
ENSCPBG00000007025	954	956	747	1230
ENSCPBG00000014068	214	167	152	164
ENSCPBG00000010617	289	278	337	77
ENSCPBG00000022717	1581	1502	1156	1888
ENSCPBG00000022206	111	182	158	271
ENSCPBG00000010603	25	32	19	13
ENSCPBG00000020566	64	52	45	207
ENSCPBG00000010597	312	323	268	269
ENSCPBG00000010585	2	4	2	0
ENSCPBG00000010582	17	27	31	5
ENSCPBG00000025688	406	474	355	608
ENSCPBG00000010578	628	570	456	797
ENSCPBG00000010574	2	2	0	1
ENSCPBG00000027732	17636	10281	21523	10937
ENSCPBG00000012458	29	20	34	29
ENSCPBG00000001292	5	5	2	3
ENSCPBG00000006009	105	109	72	1220
ENSCPBG00000026745	825	576	798	350
ENSCPBG00000010551	549	473	538	750
ENSCPBG00000010544	21	19	20	23
ENSCPBG00000022120	23	28	8	36
ENSCPBG00000017512	381	360	283	586
ENSCPBG00000014107	928	815	625	1324
ENSCPBG00000015394	80	106	80	132
ENSCPBG00000010516	56	41	106	26
ENSCPBG00000010515	914	692	964	2738
ENSCPBG00000002912	139	129	86	58
ENSCPBG00000010511	279	310	190	317
ENSCPBG00000000799	41	34	47	84
ENSCPBG00000005416	798	845	535	837
ENSCPBG00000011993	109	106	73	162
ENSCPBG00000011755	2221	1637	1756	2392
ENSCPBG00000026389	675	425	1025	1833
ENSCPBG00000010509	73	86	78	154
ENSCPBG00000023436	204	167	166	423
ENSCPBG00000010021	3	10	5	45
ENSCPBG00000010507	1031	771	939	667
ENSCPBG00000011398	1	2	5	2
ENSCPBG00000010817	168	223	217	239
ENSCPBG00000020786	161	105	103	4917
ENSCPBG00000010503	482	364	258	424
ENSCPBG00000009212	26	60	30	115
ENSCPBG00000010499	79	65	39	142
ENSCPBG00000007179	968	771	745	3312
ENSCPBG00000021547	279	335	330	249
ENSCPBG00000010490	128	120	112	139
ENSCPBG00000018639	276	285	296	570
ENSCPBG00000010489	126	128	87	133
ENSCPBG00000023209	716	679	484	7237
ENSCPBG00000010488	353	335	189	219
ENSCPBG00000028239	2	4	4	3
ENSCPBG00000013637	141	105	51	1610
ENSCPBG00000010487	271	198	286	492
ENSCPBG00000019201	195	153	199	180
ENSCPBG00000010478	2	2	1	5
ENSCPBG00000010473	1351	1218	1234	1746
ENSCPBG00000022033	476	330	353	490
ENSCPBG00000010465	2199	2165	2000	3364
ENSCPBG00000010464	40	33	14	41
ENSCPBG00000020685	1341	782	1746	1411
ENSCPBG00000025227	1340	1243	794	3481
ENSCPBG00000010459	58	34	58	522
ENSCPBG00000010455	30	23	11	402
ENSCPBG00000005286	2316	2088	1690	2066
ENSCPBG00000010453	673	687	605	637
ENSCPBG00000014597	244	257	206	310
ENSCPBG00000001557	243	248	103	254
ENSCPBG00000010436	50	54	32	32
ENSCPBG00000010435	4421	3748	3353	6183
ENSCPBG00000010431	677	568	421	245
ENSCPBG00000010360	275	261	331	427
ENSCPBG00000008406	70	86	81	76
ENSCPBG00000010169	219	230	145	212
ENSCPBG00000010417	46	49	20	259
ENSCPBG00000027704	436	354	428	361
ENSCPBG00000010389	8	3	9	0
ENSCPBG00000010388	2078	1694	1606	2055
ENSCPBG00000015185	240	284	202	364
ENSCPBG00000010383	119	122	78	79
ENSCPBG00000013239	367	327	155	2532
